IndicatorName,IndicatorCode,Location,LocationCode,Year,Disaggregation,NumericValue,DisplayValue,Comments
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Bosnia and Herzegovina,BIH,2018,NA,12,12,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Botswana,BWA,2018,NA,34,34,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Brazil,BRA,2018,NA,23,23,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Bulgaria,BGR,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Burkina Faso,BFA,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Burundi,BDI,2018,NA,40,40,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Cabo Verde,CPV,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Cambodia,KHM,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Cameroon,CMR,2018,NA,39,39,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Central African Republic,CAF,2018,NA,29,29,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Chad,TCD,2018,NA,29,29,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Chile,CHL,2018,NA,21,21,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,China,CHN,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Colombia,COL,2018,NA,30,30,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Comoros,COM,2018,NA,16,16,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Cook Islands,COK,2018,NA,33,33,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Costa Rica,CRI,2018,NA,27,27,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Côte d'Ivoire,CIV,2018,NA,27,27,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Croatia,HRV,2018,NA,13,13,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Cuba,CUB,2018,NA,14,14,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Cyprus,CYP,2018,NA,16,16,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Czechia,CZE,2018,NA,22,22,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Democratic Republic of the Congo,COD,2018,NA,47,47,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Denmark,DNK,2018,NA,23,23,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Dominican Republic,DOM,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Eastern Mediterranean Region,EMR,2018,NA,31,31,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Ecuador,ECU,2018,NA,33,33,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Egypt,EGY,2018,NA,30,30,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,El Salvador,SLV,2018,NA,21,21,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Equatorial Guinea,GNQ,2018,NA,46,46,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Estonia,EST,2018,NA,21,21,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Ethiopia,ETH,2018,NA,37,37,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,European Region,EUR,2018,NA,21,21,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Fiji,FJI,2018,NA,52,52,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Finland,FIN,2018,NA,23,23,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,France,FRA,2018,NA,22,22,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Gabon,GAB,2018,NA,41,41,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Gambia,GMB,2018,NA,25,25,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Georgia,GEO,2018,NA,10,10,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Germany,DEU,2018,NA,21,21,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Ghana,GHA,2018,NA,24,24,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Global,GLOBAL,2018,NA,27,27,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Greece,GRC,2018,NA,18,18,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Grenada,GRD,2018,NA,28,28,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Guatemala,GTM,2018,NA,21,21,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Guinea,GIN,2018,NA,37,37,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Guyana,GUY,2018,NA,31,31,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Haiti,HTI,2018,NA,23,23,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Honduras,HND,2018,NA,17,17,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Hungary,HUN,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Iceland,ISL,2018,NA,21,21,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,India,IND,2018,NA,35,35,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Indonesia,IDN,2018,NA,22,22,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Iran (Islamic Republic of),IRN,2018,NA,31,31,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Iraq,IRQ,2018,NA,26,26,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Ireland,IRL,2018,NA,16,16,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Italy,ITA,2018,NA,16,16,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Jamaica,JAM,2018,NA,24,24,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Japan,JPN,2018,NA,20,20,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Jordan,JOR,2018,NA,24,24,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Kazakhstan,KAZ,2018,NA,16,16,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Kenya,KEN,2018,NA,38,38,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Kiribati,KIR,2018,NA,53,53,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Kyrgyzstan,KGZ,2018,NA,23,23,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Lao People's Democratic Republic,LAO,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Latvia,LVA,2018,NA,25,25,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Lesotho,LSO,2018,NA,40,40,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Liberia,LBR,2018,NA,43,43,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Lithuania,LTU,2018,NA,22,22,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Luxembourg,LUX,2018,NA,20,20,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Malawi,MWI,2018,NA,30,30,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Malaysia,MYS,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Maldives,MDV,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Mali,MLI,2018,NA,29,29,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Malta,MLT,2018,NA,17,17,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Marshall Islands,MHL,2018,NA,38,38,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Mexico,MEX,2018,NA,24,24,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Micronesia (Federated States of),FSM,2018,NA,35,35,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Mongolia,MNG,2018,NA,27,27,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Montenegro,MNE,2018,NA,16,16,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Mozambique,MOZ,2018,NA,30,30,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Myanmar,MMR,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Namibia,NAM,2018,NA,27,27,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Nauru,NRU,2018,NA,43,43,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Nepal,NPL,2018,NA,27,27,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Netherlands (Kingdom of the),NLD,2018,NA,21,21,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,New Zealand,NZL,2018,NA,23,23,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Nicaragua,NIC,2018,NA,23,23,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Nigeria,NGA,2018,NA,24,24,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,North Macedonia,MKD,2018,NA,13,13,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Norway,NOR,2018,NA,20,20,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Pakistan,PAK,2018,NA,29,29,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Palau,PLW,2018,NA,31,31,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Panama,PAN,2018,NA,16,16,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Papua New Guinea,PNG,2018,NA,51,51,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Paraguay,PRY,2018,NA,18,18,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Peru,PER,2018,NA,38,38,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Philippines,PHL,2018,NA,14,14,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Poland,POL,2018,NA,13,13,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Portugal,PRT,2018,NA,18,18,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Region of the Americas,AMR,2018,NA,25,25,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Republic of Moldova,MDA,2018,NA,27,27,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Romania,ROU,2018,NA,18,18,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Rwanda,RWA,2018,NA,38,38,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Samoa,WSM,2018,NA,40,40,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Sao Tome and Principe,STP,2018,NA,27,27,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Senegal,SEN,2018,NA,24,24,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Serbia,SRB,2018,NA,17,17,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Sierra Leone,SLE,2018,NA,36,36,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Singapore,SGP,2018,NA,11,11,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Slovakia,SVK,2018,NA,18,18,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Slovenia,SVN,2018,NA,18,18,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Solomon Islands,SLB,2018,NA,50,50,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,South Africa,ZAF,2018,NA,24,24,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,South Sudan,SSD,2018,NA,41,41,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,South-East Asia Region,SEAR,2018,NA,33,33,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Spain,ESP,2018,NA,15,15,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Sri Lanka,LKA,2018,NA,24,24,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Suriname,SUR,2018,NA,28,28,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Sweden,SWE,2018,NA,21,21,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Switzerland,CHE,2018,NA,12,12,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Tajikistan,TJK,2018,NA,24,24,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Thailand,THA,2018,NA,24,24,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Timor-Leste,TLS,2018,NA,38,38,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Togo,TGO,2018,NA,25,25,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Tonga,TON,2018,NA,37,37,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Trinidad and Tobago,TTO,2018,NA,28,28,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Tunisia,TUN,2018,NA,25,25,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Türkiye,TUR,2018,NA,32,32,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Tuvalu,TUV,2018,NA,39,39,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Uganda,UGA,2018,NA,45,45,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Ukraine,UKR,2018,NA,18,18,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,United Kingdom,GBR,2018,NA,24,24,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,United Republic of Tanzania,TZA,2018,NA,38,38,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,United States of America,USA,2018,NA,26,26,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Uruguay,URY,2018,NA,18,18,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Vanuatu,VUT,2018,NA,47,47,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Venezuela (Bolivarian Republic of),VEN,2018,NA,19,19,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Viet Nam,VNM,2018,NA,25,25,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Western Pacific Region,WPR,2018,NA,20,20,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Zambia,ZMB,2018,NA,41,41,
Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%),SDGIPVLT,Zimbabwe,ZWE,2018,NA,35,35,
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Bolivia (Plurinational State of),BOL,2016,NA,23.07692,23.1,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Burkina Faso,BFA,2016,NA,0,0,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Burundi,BDI,2016,NA,0,0,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Chile,CHL,2016,NA,36.36364,36.4,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Colombia,COL,2016,NA,8.33333,8.3,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Congo,COG,2016,NA,0,0,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Ecuador,ECU,2016,NA,50,50,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Ghana,GHA,2016,NA,12.5,12.5,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Guinea,GIN,2016,NA,12.5,12.5,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Kyrgyzstan,KGZ,2016,NA,0,0,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Mali,MLI,2016,NA,0,0,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Peru,PER,2016,NA,69.23077,69.2,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Republic of Moldova,MDA,2019,NA,21.67,21.7,
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Senegal,SEN,2016,NA,7.69231,7.7,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Trinidad and Tobago,TTO,2016,NA,0,0,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,United Republic of Tanzania,TZA,2016,NA,0,0,* data from only capital city 
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),SDGHEALTHFACILITIESESSENTIALMEDS,Zambia,ZMB,2016,NA,16.66667,16.7,* data from only capital city 
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Afghanistan,AFG,2022,NA,48.2147,48,
